当期の建物の減価償却費を計算すると，何千円になるか。ここで，建物の取得価額は10000千円，前期までの減価償却累計額は3000千円であり，償却方法は定額法，会計期間は1年間，耐用年数は20年とし，残存価額は0円とする。,3,150,350,500,650,平成29年春期 午前問78
本社と工場との間を専用線で接続してデータを伝送するシステムがある。このシステムでは2000バイト／件の伝票データを2件ずつまとめ，それに400バイトのヘッダ情報を付加して送っている。伝票データは，1時間に平均100000件発生している。回線速度を1Mビット／秒としたとき，回線利用率はおよそ何%か。,3,6.1,44,49,53,平成29年春期 午前問30
顧客に，A～Zの英大文字26種類を用いた顧客コードを割り当てたい。現在の顧客総数は8000人であって，新規顧客が毎年2割ずつ増えていくものとする。3年後まで顧客全員にコードを割り当てられるようにするためには，顧客コードは少なくとも何桁必要か。,1,3,4,5,6,平成29年春期 午前問23
分解能が8ビットのD/A変換器に，ディジタル値0を入力したときの出力電圧が0Vとなり，ディジタル値128を入力したときの出力電圧が2.5Vとなる場合，最下位の1ビットの変化による当該D/A変換器の出力電圧の変化は何Vか。,1,2.5／128,2.5／255,2.5／256,2.5／512,平成29年春期 午前問20
仮想記憶方式のコンピュータにおいて，実記憶に割り当てられるページ数は3とし，追い出すページを選ぶアルゴリズムは，FIFOとLRUの二つ考える。あるタスクのページアクセス順序が     1、 3、 2、 1、 4、 5、 2、 3、 4、 5     のとき，ページを置き換える回数の組合せとして適切なものはどれか。,2,FIFO = 3     LRU = 2,FIFO = 3     LRU = 6,FIFO = 4     LRU = 3,FIFO = 5     LRU = 4,平成29年春期 午前問19
4Tバイトのデータを格納できるようにRAID1の外部記憶装置を構成するとき，フォーマット後の記憶容量が1Tバイトの磁気記憶装置は少なくとも何台必要か。,4,4,5,6,8,平成29年春期 午前問11
関数 f(x，y)が次のように定義されているとき，f(775，527)の値は幾らか。ここで，x mod yはxをyで割った余りを返す。     f(x，y): if y = 0 then return x else return f(y，x mod y),2,0,31,248,527,平成29年春期 午前問6
次のIPアドレスとサブネットマスクをもつPCがある。このPCのネットワークアドレスとして，適切なものはどれか。     IPアドレス： 10.170.70.19     サブネットマスク：255.255.255.240,2,10.170.70.0,10.170.70.16,10.170.70.31,10.170.70.255,平成29年秋期 午前問35
符号化速度が192kビット／秒の音声データ2.4Mバイトを，通信速度が128kビット／秒のネットワークを用いてダウンロードしながら途切れることなく再生するためには，再生開始前のデータのバッファリング時間として最低何秒間が必要か。,1,50,100,150,250,平成29年秋期 午前問31
次の方式によって求められるチェックディジットを付加した結果はどれか。ここで，データを7394，重み付け定数を1234，基数を11とする。     〔方式〕     (1):データと重み付け定数の，対応する桁ごとの積を求め，それらの和を求める。     (2):和を基数で割って，余りを求める。     (3)基数から余りを減じ，その結果の1の位をチェックディジットとしてデータの末尾に付加する。,1,73940,73941,73944,73947,平成29年秋期 午前問24
MTBFが45時間でMTTRが5時間の装置がある。この装置を二つ直列に接続したシステムの稼働率は幾らか。,1,0.81,0.90,0.95,0.99,平成29年秋期 午前問15
平均命令実行時間が20ナノ秒のコンピュータがある。このコンピュータの性能は何MIPSか。,4,5,10,20,50,平成29年秋期 午前問9
数値を2進数で表すレジスタがある。このレジスタに格納されている正の整数xを10倍する操作はどれか。ここで，桁あふれは，起こらないものとする。,1,xを2ビット左にシフトした値にxを加算し，更に1ビット左にシフトする。,xを2ビット左にシフトした値にxを加算し，更に2ビット左にシフトする。,xを3ビット左にシフトした値と，xを2ビット左にシフトした値を加算する。,xを3ビット左にシフトした値にxを加算し，更に1ビット左にシフトする。,平成29年秋期 午前問1
次のネットワークアドレスとサブネットマスクをもつネットワークがある。このネットワークをあるPCが利用する場合，そのPCに割り振ってはいけないIPアドレスはどれか。     ネットワークアドレス: 200.170.70.16     サブネットマスク　　: 255.255.255.240,4,200.170.70.17,200.170.70.20,200.170.70.30,200.170.70.31,平成30年春期 午前問32
10Mバイトのデータを100000ビット／秒の回線を使って転送するとき，転送時間は何秒か。ここで，回線の伝送効率を50%とし，1Mバイト＝10^6バイトとする。,4,200,400,800,1600,平成30年春期 午前問31
ある整数値を，負数を2の補数で表現する2進表記法で表すと最下位2ビットは"11"であった。10進表記法の下で，その整数値を4で割ったときの余りに関する記述として，適切なものはどれか。ここで，除算の商は，絶対値の小数点以下を切り捨てるものとする。,1,その整数値が正ならば3,その整数値が負ならば－3,その整数値が負ならば3,その整数値の正負にかかわらず0,平成30年春期 午前問1
ある製品の設定価格と需要の関係が1次式で表せるとき，aに入れる適切な数値はどれか。     (1):設定価格を3000円にすると，需要は0個になる。     (2):設定価格を1000円にすると，需要は60000個になる。     (3):設定価格を1500円にすると，需要は"a"個になる。,4,30000,35000,40000,45000,平成30年秋期 午前問68
次の条件でITサービスを提供している。SLAを満たすことのできる，1か月のサービス時間帯中の停止時間は最大何時間か。ここで，1か月の営業日数は30日とし、サービス時間帯中は，保守などのサービス計画停止は行わないものとする。     〔SLAの条件〕     ・サービス時間帯は，営業日の午前8時から午後10時までとする。     ・可用性を99.5%以上とする。,2,0.3,2.1,3.0,3.6,平成30年秋期 午前問57
AES-256で暗号化されていることが分かっている暗号文が与えられているとき，ブルートフォース攻撃で鍵と解読した平文を得るまでに必要な試行回数の最大値はどれか。,4,256,2^128,2^255,2^256,平成30年秋期 午前問37
1.5Mビット／秒の伝送路を用いて12Mバイトのデータを転送するために必要な伝送時間は何秒か。ここで，伝送路の伝送効率を50%とする。,4,16,32,64,128,平成30年秋期 午前問31
メモリのエラー検出及び訂正にECCを利用している。データバス幅 2nビットに対して冗長ビットがn＋2ビット必要なとき，128ビットのデータバス幅に必要な冗長ビットは何ビットか。,3,7,8,9,10,平成30年秋期 午前問11
16進数の小数0.248を10進数の分数で表したものはどれか。,4,31／32,31／125,31／512,73／512,平成30年秋期 午前問1
192.168.0.0/23(サブネットマスク255.255.254.0)のIPv4ネットワークにおいて，ホストとして使用できるアドレスの個数の上限はどれか。,4,23,24,254,510,平成31年春期 午前問32
音声のサンプリングを1秒間に11000回行い，サンプリングした値をそれぞれ8ビットのデータとして記録する。このとき，512×10^6バイトの容量をもつフラッシュメモリに記録できる音声の長さは，最大何分か。,3,77,96,775,969,平成31年春期 午前問25
96dpiのディスプレイに12ポイントの文字をビットマップで表示したい。正方フォントの縦は何ドットになるか。ここで，1ポイントは1／72インチとする。,4,8,9,12,16,平成31年春期 午前問11
最上位をパリティビットとする8ビット符号において，パリティビット以外の下位7ビットを得るためのビット演算はどれか。,3,16進数0FとのANDをとる。,16進数0FとのORをとる。,16進数7FとのANDをとる。,16進数FFとのXOR(排他的論理和)をとる。,平成31年春期 午前問2
10進数の演算式7÷32の結果を2進数で表したものはどれか。,3,0.001011,0.001101,0.00111,0.0111,平成31年春期 午前問1
売上高が100百万円のとき，変動費が60百万円，固定費が30百万円掛かる。変動費率，固定費は変わらないものとして，目標利益18百万円を達成するのに必要な売上高は何百万円か。,2,108,120,156,180,令和元年秋期 午前問78
10人のメンバで構成されているプロジェクトチームにメンバ2人を増員する。次の条件でメンバ同士が打合せを行う場合，打合せの回数は何回増えるか。     〔条件〕     ・打合せは1対1で行う。     ・各メンバが，他の全てのメンバと1回ずつ打合せを行う。,2,12,21,22,42,令和元年秋期 午前問54
10Mビット／秒の回線で接続された端末間で，平均1Mバイトのファイルを，10秒ごとに転送するときの回線利用率は何%か。ここで，ファイル転送時には，転送量の20%が制御情報として付加されるものとし，1Mビット＝10^6ビットとする。,4,1.2,6.4,8.0,9.6,令和元年秋期 午前問30
2台の処理装置から成るシステムがある。少なくともいずれか一方が正常に動作すればよいときの稼働率と，2台とも正常に動作しなければならないときの稼働率の差は幾らか。ここで，処理装置の稼働率はいずれも0.9とし，処理装置以外の要因は考慮しないものとする。,3,0.09,0.10,0.18,0.19,令和元年秋期 午前問16
1GHzのクロックで動作するCPUがある。このCPUは，機械語の1命令を平均0.8クロックで実行できることが分かっている。このCPUは1秒間に平均何万命令を実行できるか。,4,125,250,80000,125000,令和元年秋期 午前問12
自然数nに対して，次のように再帰的に定義される関数f(n)を考える。f(5)の値はどれか。     f(n)：if n≦1 then return 1 else return n＋f(n－1),3,6,9,15,25,令和元年秋期 午前問11
Random(n)は，0以上n未満の整数を一様な確率で返す関数である。整数型の変数A，B及びCに対して次の一連の手続を実行したとき，Cの値が0になる確率はどれか。     A＝Random(10)     B＝Random(10)     C＝A－B,3,1／100,1／20,1／10,1／5,令和元年秋期 午前問6
